id,text,label,source_dataset
fiqa_699,RT @Street_Insider The Steve Jobs Effect? Apple $AAPL First Day iPhone 4S Sales Were Off the Charts http://stks.co/YYe,positive,FiQA
fiqa_700,Travis Perkins Hikes Dividend 20% As Profit And Revenue Rise,positive,FiQA
fiqa_701,EasyJet attracts more passengers in June but still lags Ryanair,positive,FiQA
fiqa_702,Added. Cost now at 1.54. Bounce off of Put OI & S1 pivot. @moteltan BTO $AAPL Apr 27 2012 605.0 Calls @ 1.66 for ride to 609 ish.,positive,FiQA
fiqa_703,"So as of today's close (8/15/14), I'm long $TSLA $AMTD $TWTR $FB $AAPL $CELG - all on a longer-term, technical swing long basis.",positive,FiQA
fiqa_704,Intertek Group announces strategic update outlining its plan,positive,FiQA
fiqa_705,"After Barclays and Bank of America, Citigroup has blockchain in sight",positive,FiQA
fiqa_706,Tesco sells Blinkbox and broadband service to TalkTalk,positive,FiQA
fiqa_707,$KEP breaking out when the market pulls back  http://stks.co/r0cet,positive,FiQA
fiqa_708,EA Launches Origin Online Game Distribution for Mac http://stks.co/aKTU via MacRumors $EA,positive,FiQA
fiqa_709,Severn Trent share price jumps as Canadian investor renews pursuit of utility,positive,FiQA
fiqa_710,Reed Elsevier share price slides on underwhelming full-year results,negative,FiQA
fiqa_711,$UTSI http://stks.co/15uR Long setup. Reported very good earnings.,positive,FiQA
fiqa_716,$HITK  Resuming advance into new historical highs.,positive,FiQA
fiqa_718,CompaniesDixons Carphone to close 134 UK stores as sales jump,positive,FiQA
fiqa_719,GKN to buy Fokker Technologies for 706 mln euros,positive,FiQA
fiqa_720,for @vnoto74 to follow:  after a SELL signal by $NDX internals [06/23] ~> technical SELL $QQQ [06/25] ~> DOWN,negative,FiQA
fiqa_721,Why AstraZeneca plc & Dixons Carphone PLC Are Red-Hot Growth Stars!,positive,FiQA
fiqa_722,Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover,positive,FiQA
fiqa_723,"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",negative,FiQA
fiqa_724,$NKE gapping up to all time highs http://stks.co/q1jAu #tradeideas http://stks.co/r1j6c,positive,FiQA
fiqa_725,I don't see it. 200 day sma is the big hurdle. There is a good base building. $NFLX  https://t.co/ImKYGO2cyc,positive,FiQA
fiqa_726,@Intuitiv $CLNE gasoline prices spike in California. http://stks.co/t1bOi,positive,FiQA
fiqa_727,HSBC Says Unit to Book $585 Million Charge on Settlement,negative,FiQA
fiqa_728,$HYG Potential continuation Uptrend on a 60'-15'-4' charts http://stks.co/t1Qp6,positive,FiQA
fiqa_729,"$AMZN rejected that 604 to the penny. Weak open and it goes r/g within first 30 mins, could have 8-10 points in it. https://t.co/58tEAEXxpE",negative,FiQA
fiqa_730,New Morrisons duo get former boss's support to diffuse investor tension,positive,FiQA
fiqa_731,RBS chairman admits surprise at size of regulatory penalties,negative,FiQA
fiqa_732,3rd red day in a row ? $TSLA,negative,FiQA
fiqa_733,"@BrooklynBandit: $SIMO Basing nice. A close over 24.18 is bullish $QQQ $SPY $STUDY watch for a close near HOD. Currently up +3%"" up +5%",positive,FiQA
fiqa_734,$GILD 91 now support. $IBB $BIB https://t.co/GIoOf6zbKv,positive,FiQA
fiqa_735,$SAVE long. https://t.co/yEJuS9cMlC,positive,FiQA
fiqa_736,Here come the shorts marchin' in.  $GMCR.  Lovin' it!,negative,FiQA
fiqa_737,REFILE-Hikma and Barclays help Britain's FTSE to climb higher,positive,FiQA
fiqa_740,$PLUG Closed short position. Small gain. Not interested in options expiring worthless,positive,FiQA
fiqa_741,"Apple expected to launch new iPhone, iPad today $AAPL https://t.co/XfnICWeBeG",positive,FiQA
fiqa_742,Retail giant Kingfisher reports 'solid' start to the year,positive,FiQA
fiqa_743,Shire says internal synergy goals from Baxalta deal higher,positive,FiQA
fiqa_744,"$CELG back near 104, where it opened and rallied higher last wk. A good place to take a shot https://t.co/zwHThSvFSF",positive,FiQA
fiqa_745,Royal Mail share price edges lower as group raises stamp price,negative,FiQA
fiqa_747,CompaniesTesco off to a bad start over Xmas Ã¢â¬â Kantar,negative,FiQA
fiqa_748,Current holdings via options - Long: $AAPL $V $GS $AET & Short: $VXX,positive,FiQA
fiqa_749,Shell to buy BG Group in $69.7 billion takeover,positive,FiQA
fiqa_750,$AXP Looking for continuation with volume increase http://stks.co/c8sR,positive,FiQA
fiqa_751,$MOS looking good here at $58.65. Calls are active in this month and weekly,positive,FiQA
fiqa_752,Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,positive,FiQA
fiqa_753,Investors Remain Skeptical About Shell-BG Deal,negative,FiQA
fiqa_755,Standard Chartered Shifts Emerging-Markets Strategy After Losses,negative,FiQA
fiqa_756,AstraZeneca diabetes drug combination faces delay after FDA rebuff,negative,FiQA
fiqa_758,$DDD 3D Systems (DDD) Stock Receives Ratings Downgrade Today at Jefferies http://stks.co/g1cqd,negative,FiQA
fiqa_759,MT @TheAcsMan Amazing seeing everyone suddenly touting $MSFT. Long been favorite covered call & double dip dividend play.,positive,FiQA
fiqa_760,"Britain's FTSE steadies, supported by Dixons Carphone",positive,FiQA
fiqa_761,"$ATVI ooks pretty bullish for now. from a short-term perspective, it's got a good chance of maybe sliding back to 33.70 #stocks #investing",positive,FiQA
fiqa_762,"$TSLA TO RECALL 2,700 MODEL X SUVS FOR SEAT-BELT FIX",negative,FiQA
fiqa_763,"@harmongreg: $BBRY wkly, Inverse Head and Shoulders forming, triggers over 18.50, PO at least 30.80, watching http://stks.co/iPVJ",positive,FiQA
fiqa_764,"$QCOM chart: Qualcomm Short 61.8% Retracement, Trendline and Resistance. https://t.co/2WQqh35KOY",negative,FiQA
fiqa_765,$FB  rejecting HIGHS shortable...at 109,negative,FiQA
fiqa_766,"Intuitive Surgical $ISRG is in a great financial position, take a look https://t.co/VahhJAcBFG https://t.co/24hQTQX4ou",positive,FiQA
fiqa_768,Shell's $70 Billion BG Deal Meets Shareholder Skepticism,negative,FiQA
fiqa_769,$KITD Looking for a oversold bounce.,positive,FiQA
fiqa_770,Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,positive,FiQA
fiqa_771,AB InBev offers SABMiller $3 billion breakup fee,positive,FiQA
fiqa_772,Bought some more $CELG as it is ready for a bounce.,positive,FiQA
fiqa_773,Diageo receives reports from United Spirits on financial irregularities involving ...,negative,FiQA
fiqa_774,Juniper tumbles on Q1 warning; Cisco also lower https://t.co/N8X8BpLJ1E $JNPR $CSCO,negative,FiQA
fiqa_775,$GOOG resistance turned support?  It,positive,FiQA
fiqa_776,$FB bot some @78.47 breakout from the consolidation zone :D,positive,FiQA
fiqa_777,Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,positive,FiQA
fiqa_779,AB InBev approaches SABMiller to explore $250bn tie-up,positive,FiQA
fiqa_780,"Buffett's Berkshire builds Deere stake, dumps Exxon",positive,FiQA
fiqa_781,$UVXY Put the chum out there at key support then next level down - careful,negative,FiQA
fiqa_782,Crown Castle buys Tower Development Corp for $461 million,positive,FiQA
fiqa_783,$SPY Could the pride of social media be gettin ready to fall?  $FB - chart rolling over?,negative,FiQA
fiqa_784,Barclays poaches new chief operating officer Paul Compton from JP Morgan Chase,negative,FiQA
fiqa_786,Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,positive,FiQA
fiqa_788,$ENDP being sued by FTC.....nobody will buy them with that hanging over their heads,negative,FiQA
fiqa_790,BAE Systems's sales boosted by European Typhoon and currencies,positive,FiQA
fiqa_791,"$CHKP ABC Bullish Pattern, Targets https://t.co/uVMmRSR5Zy",positive,FiQA
fiqa_792,Royal Mail share price rallies amid positive broker comments,positive,FiQA
fiqa_793,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,positive,FiQA
fiqa_794,$PKT Momentum building for breakout trigger ! Long setup http://stks.co/eXVU,positive,FiQA
fiqa_795,$AAPL Good time to buy. Will the run come before earnings or after?,positive,FiQA
fiqa_796,"News FeedSchroders books solid earnings growth, several board changes",positive,FiQA
fiqa_797,$AAPL broke descending channel....will it hold?,negative,FiQA
fiqa_799,"$LULU http://stks.co/o17i Bounced off support early in week - now indicators turning up (RSI, MACD, SMI) Worth a look",positive,FiQA
fiqa_800,ITV to pursue takeover of Canada's Entertainment One: Bloomberg,positive,FiQA
fiqa_801,"Loaded up on $bsx yesterday,looking good now. Still think way more upside than downside.",positive,FiQA
fiqa_802,I'm no professional ANAL-yst but I DO put my $ where my mouth is. $AAPL will do $575 b4 yr.endÃ¢â¬âThat's another hun from here.Long LEAPS =^.^=,positive,FiQA
fiqa_803,$OSUR up 33% since 6/25 buy signal. resistance 5.33 - expect 1. pullback 2nd half of day or 2. break abov 5.33 & continue rally for 4-5 days,positive,FiQA
fiqa_804,$VOLC THIS STOCK HAS A VERY VERY VERY VERY VERY HIGH PROBABILITY OF RALLYING TOMORROW AND/OR EARLY NEXT WEEK,positive,FiQA
fiqa_805,"$AAPL a new long IF 110.61 is broken. Targets are 112.19, 119.86 & 123.82. Bears must retake 102.77. $QQQ $NQ_F $NDX https://t.co/6l3m1wXChw",positive,FiQA
fiqa_806,ouch looks like $tsla shorts getting skinned again,positive,FiQA
fiqa_807,"Ackman, in email, says supports Valeant CEO Pearson",positive,FiQA
fiqa_809,EUR/USD Finding Support Near 1.10 Level $ERO $UUP $UDN $FXE  http://stks.co/b29eU,positive,FiQA
fiqa_810,"You know that back seat? Don't sit in it. - $TSLA -> Tesla recalls 2,700 Model X cars https://t.co/7J0Gwz89ZC",negative,FiQA
fiqa_811,"News FeedFTSE 100 movers: Ashtead jumps on strong interims; Glencore, BP in ...",positive,FiQA
fiqa_812,City spirits sink after Diageo comes up short with sales slide,negative,FiQA
fiqa_813,$TZA is a rocket ship!!!,positive,FiQA
fiqa_814,Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,positive,FiQA
fiqa_815,"$AXDX I got bored, and took my proprietary profit exit. I didn't like the option liquidity and lousy spreads.",negative,FiQA
fiqa_817,"09:01 AM      $AKS  DJ AK Steel Revenue Rises 36% on Auto Sector Demand, Acquisition",positive,FiQA
fiqa_818,"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",positive,FiQA
fiqa_819,"Britain's FTSE gains, Land Securities up after dividend hike",positive,FiQA
fiqa_820,Standard Chartered lags on capital worries,negative,FiQA
fiqa_821,$AAPL  downgrade is bias. This stock is a buy.,positive,FiQA
fiqa_822,$GTAT Will re-enter short on bounce...,negative,FiQA
fiqa_823,"$INTC & $AAPL strong, tech leads DOW higher",positive,FiQA
fiqa_824,NYSE owner ICE considers offer for LSE,positive,FiQA
fiqa_825,@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,positive,FiQA
fiqa_826,$AAPL rejected the hod...should head lower. Sitting on the sidelines for now.,negative,FiQA
fiqa_827,Aviva Fined $27 Million by U.K. Regulator Over Fee Failings,negative,FiQA
fiqa_828,"$WAC trade continuing very nicely from yesterday, almost up $3 from yesterday entry, deal pricing tonight looking very strong here... $SPY",positive,FiQA
fiqa_830,"RT @andrewnyquist Chartology: Yahoo: http://stks.co/1itr $YHOO  Crazy looking chart, but nearing breakout resistance line...",positive,FiQA
fiqa_831,@Megaas2000 $AAPL McDonalds had a big GROWING success for years with the same BigMac and Apple update and improbe Iphone and Ipad,positive,FiQA
fiqa_832,"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",negative,FiQA
fiqa_833,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",positive,FiQA
fiqa_834,$TZOO a close above 28.64 and we are ready to rock and roll,positive,FiQA
fiqa_835,G4S sees profits rise but UK contract problems remain,positive,FiQA
fiqa_836,#Tesla: Model X Recall Adds To Reliability Issues $TSLA https://t.co/jVXQ4DoXnP,negative,FiQA
fiqa_837,Double bottom with handle buy point of 29.51 $IP http://chart.ly/akvujxh,positive,FiQA
fiqa_838,$SMH got a sell signal on 6/4 and needs to take out 39.28 to go higher otherwise headed lower than 37.60 gap below at 35.38,negative,FiQA
fiqa_839,Whitbread share price climbs on Q4 sales growth,positive,FiQA
fiqa_840,$GS is looking weak while this market is moving higher not a good sign. Unless $gs can get above 157. early short below 154.00 today.,negative,FiQA
fiqa_841,Morrisons faces festive sales test,negative,FiQA
fiqa_842,"@IfHeDiesHeDies: @Bullhorn334: $ZNGA shorts are getting nervous""""",positive,FiQA
fiqa_843,"@Dlerch LOL! $FMCN back under $17, darn those shorts! No chit Sherlock!",negative,FiQA
fiqa_844,$ocn has the stuff. Will be looking to add shares if we get a new high breakout.,positive,FiQA
fiqa_845,Tesla issues its first Model X recall https://t.co/t1kMqVwhQQ $TSLA,negative,FiQA
fiqa_846,Can Christmas Save Sainsbury's plc And Tesco plc?,negative,FiQA
fiqa_847,$ISR- @IsoRay Up 6% and high on volume http://stks.co/iFpo #biotech,positive,FiQA
fiqa_849,US dollar wipes out sales gains for SABMiller,negative,FiQA
fiqa_850,Apple: Another attempt to break out on Apple but with weak PVT   $AAPL #Trading #investing #aapl https://t.co/DNh7Hgv22V,positive,FiQA
fiqa_851,$TROW Ascending triangle gives a bullish bias to this chart. Breakout above 84 will be positive http://stks.co/g0ls5,positive,FiQA
fiqa_852,$TSLA You have to love these types of articles. SS interest rose on 12/15 on day before we hit our lows. http://stks.co/c1QKr,negative,FiQA
fiqa_853,Micron Shares Pounded On Fears Of Loss Of Business From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,negative,FiQA
fiqa_854,$EA points to the two Facebook games and accuses $ZNGA of copyright infringement. http://stks.co/g3A1,negative,FiQA
fiqa_856,Britain's FTSE forges ahead as Shire surges,positive,FiQA
fiqa_857,InterContinental Hotels first-quarter global room revenue lags estimates,negative,FiQA
fiqa_858,Baird Upgrades Tesla Motors $TSLA to Outperform https://t.co/1FA6aTOqlw,positive,FiQA
fiqa_859,Just went long $ILMN,positive,FiQA
fiqa_860,Ocwen Reaches Settlement With California Regulator,positive,FiQA
fiqa_861,"$ZSL looking very weak, could be a good short setup.",negative,FiQA
fiqa_862,expecting  $SPY to close above 205.20 $AAPL,positive,FiQA
fiqa_863,$MA http://stks.co/1CYN continues to consolidate / base here,positive,FiQA
fiqa_864,4 beaten-down Internet companies that may be ripe for a #takeover target: #Twitter $TWTR - #LinkedIn $LNKD - #Yahoo! $YHOO - #Groupon $GRPN,positive,FiQA
fiqa_865,$BIOC RSI extremely in long's favor looking at BIOC historically.,positive,FiQA
fiqa_866,$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,negative,FiQA
fiqa_868,Ruling sets lower limit on potential fine for BP,negative,FiQA
fiqa_869,GSK joins China trade push as UK trumpets healthcare deals,positive,FiQA
fiqa_870,"Fastenal misses by $0.01, misses on revenue $FAST #NYSE https://t.co/63JHQ7pwMN",negative,FiQA
fiqa_871,$AAPL weekly still under the 50 moving average and creating a lower high. https://t.co/vT7ppzY2UY,negative,FiQA
fiqa_874,$YMI http://stks.co/Xyf Long setup. Closed above the 20MA. MACD cross. November catalyst.,positive,FiQA
fiqa_875,"SiriusXM added 465,000 net new subscribers in the first quarter of 2016 $SIRI #CEO #sales #marketresearch #tech #entrepreneur #Speaker",positive,FiQA
fiqa_876,@REC_Zakaria Monday Bulls Are Out! Stock Ticker- Michael James Ent. Other picks $SBUX $GVP $NKE,positive,FiQA
fiqa_877,Persimmon share price climbs on 23% rise in full-year revenue,positive,FiQA
fiqa_878,Standard Chartered Not Raising Capital Yet As Dividend Cut,negative,FiQA
fiqa_879,Word on the street is that Allergen is looking at Endo International after the failed Pfizer merger. May-20 $35 calls active. $ENDP,positive,FiQA
fiqa_880,Novartis buys remaining rights to GSK treatment in deal up to $1 billion,positive,FiQA
fiqa_881,"Glencore Cuts 2015 Budget, Plans To Divest From Lonmin",negative,FiQA
fiqa_882,Meggitt share price tumbles as profit falls in 'challenging year',negative,FiQA
fiqa_883,Locked in some $FB puts for nice gain,negative,FiQA
fiqa_885,"$YOKU high volume blast off Friday, goes higher  http://stks.co/qSaL",positive,FiQA
fiqa_886,"$AAPL is now beaten down, hated, etc. / hhhmm opposite of 700> what happens next?",negative,FiQA
fiqa_887,Key level to watch in $FB for today is 25.53-- watching to see if it can hold as support http://stks.co/bOH4,negative,FiQA
fiqa_888,AB InBev's Latest Bid Said Unlikely to Win SABMiller's Approval,positive,FiQA
fiqa_889,$SPY Long 1/2 position 137.89,positive,FiQA
fiqa_890,$ACOM http://stks.co/1G6x Downside breakout looks to be coming soon.,negative,FiQA
fiqa_891,"CompaniesTravis Perkins lifts dividend, earnings rise 15%",positive,FiQA
fiqa_895,Most bullish stocks on Twitter during this dip. $YHOO $GDX $GOOGL $STZ $GOLD $EW $VZ $CELG $SBUX $SCTY more: https://t.co/iuZJelfwt3,positive,FiQA
fiqa_896,"UPDATE: Persimmon Profit Up Strongly, Outlook Positive",positive,FiQA
fiqa_897,Today I bought more $MU $YHOO $VALE $NBL $TWTR $AXP $ZNGA https://t.co/Vt6T5Zp2is,positive,FiQA
fiqa_898,"Notable gainers among liquid option names this morning include $STX (+7.0%), $NEM (+4.6%), $WDC (+4.2%), $X (+4.1%), and $GME (+3.4%),",positive,FiQA
fiqa_899,"Sheryl Sandberg Sells 109,000 Shares of Facebook Inc $FB Stock https://t.co/3vXT7AMnpk via @RatingsNetwork",negative,FiQA
fiqa_900,"@Stockoptionexpert: $MAT - 6%, big trader added 10000 April put contracts 3 days ago  http://stks.co/c1Ols",negative,FiQA
fiqa_902,Britain's FTSE gets lift from Prudential results,positive,FiQA
fiqa_903,$SPY bull move ended waiting for next setup,negative,FiQA
fiqa_904,REFILE-Aviva Investors to move 34 bln euros in assets from AXA fund arm,negative,FiQA
fiqa_906,$AAPL Dips being bought up real quick. Higher lows fo sho,positive,FiQA
fiqa_907,Berkshire Hathaway names Kara Raiguel to lead General Re unit,positive,FiQA
fiqa_910,AB InBev ups offer for SABMiller as deadline looms,positive,FiQA
fiqa_912,Tesco share price closes higher as two more directors leave grocer,positive,FiQA
fiqa_913,"$SPY Less than 0.2% down and people are calling it bearish. Some heading for exits already. Maybe 1% down will be ""the crash""? Disturbing!",negative,FiQA
fiqa_914,$RSH - looking for first profitable quarter in 3 years!!!  ;).  LONG & STRONG,positive,FiQA
fiqa_915,$AAPL http://stks.co/1LDx Clearing this descending trend line / buy area now,positive,FiQA
fiqa_916,"RT @Cash_Cow $TLT still has a rising RSI & MACD, all this bond buying is signaling some bad moves for the market. $SPY $UUP",negative,FiQA
fiqa_917,"maybe closing all those $AAPL calls i had this morning was a bad idea, money left on the table...",positive,FiQA
fiqa_919,"GlaxoSmithKline targets growth across units, scraps ViiV IPO",positive,FiQA
fiqa_920,"@StockTwits: @Kbkiwi: $TSLA Tesla Model S sales exceed target, profitability guidance amended upward: http://stks.co/jQ0w""""",positive,FiQA
fiqa_922,$ARIA This is the reason why shorts don't show up...long steady small climbs. The best way to accrue value. IMO,positive,FiQA
fiqa_924,Glencore slumps 30 percent as debt fears grow,negative,FiQA
fiqa_925,Shares in BAE Systems hit 10-month high on rating upgrade,positive,FiQA
fiqa_926,Deutsche Bank Downgraded Starbucks Co. $SBUX https://t.co/QqlEvVwPMV https://t.co/f2PdQjuTHa,negative,FiQA
fiqa_927,$spy $vxx $aapl the parties over loaded on $uvxy volatility is back,negative,FiQA
fiqa_928,ITV share price: Group mulls takeover of Canada's Entertainment One,positive,FiQA
fiqa_929,"$JE LOOKS like we are bouncing.  Would be nice to finish over $6 today, and make the hammer.  Nice volume from 5.77 bottom.  Fingers crossed",positive,FiQA
fiqa_930,$RDC Rowan Expands Share Repurchase Program to $150 million,positive,FiQA
fiqa_931,$BBRY nice bounce,positive,FiQA
fiqa_934,LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,positive,FiQA
fiqa_935,"Tesla: Voluntary recall of 2,700 Model X vehicles, due to back seat issue. $TSLA https://t.co/NPAkc3U6GS",negative,FiQA
fiqa_936,"$QIHU totally missed this one, was about to jump in on that 60 break test but didn't, congrats shorts",negative,FiQA
fiqa_937,Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase ...,positive,FiQA
fiqa_940,$CTRP  breaking out here on good vol and a parser buy signal  ..noticed this on bob langs comments looking for 48 fast,positive,FiQA
fiqa_941,stole my tweet. really wouldn't be surprised if we took out 423 and pinned around it RT @totalguru We could possibly even see425 today $AAPL,positive,FiQA
fiqa_942,Sainsbury sells unit to LloydsPharmacy,positive,FiQA
fiqa_943,Why I'd Buy ARM Holdings plc And BHP Billiton plc Today,positive,FiQA
fiqa_944,FTSE 100 flat; Standard Chartered leads risers,positive,FiQA
fiqa_945,$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,positive,FiQA
fiqa_946,$VMW  Got a nice push today following small sweepers of May C this morning,positive,FiQA
fiqa_947,$IWM buy programs popping $iwm for close print cheap money means higher stock prices $spy robot buying,positive,FiQA
fiqa_948,Aviva promises higher dividends to boost flagging share price,positive,FiQA
fiqa_951,$LULU #Outlook #Q1 2013 #lost revenue in the range of $12 million to $17 million -not good,negative,FiQA
fiqa_952,"UK housing market steadies after Brexit dip, Persimmon says",positive,FiQA
fiqa_953,UPDATE 1-Dairy Crest loses a third of Morrisons milk contract,negative,FiQA
fiqa_954,"$SLW is down, but weekly $34 calls (-28.95%), .23 x .25 have 321 volume. Worth a chance here, jmho: http://stks.co/1Qfg",positive,FiQA
fiqa_955,$MTD (Mettler-Toledo) ready for a breakout,positive,FiQA
fiqa_956,Morrisons finance chief to fill gap as CEO leaves early,negative,FiQA
fiqa_957,End Of Day Scan: Bullish MA  Crossovers $BBVA $PDS $NTLS $NGL $SBRCY $FGL $MTNOY $TTT  www.dailystockplays.com,positive,FiQA
fiqa_959,Double bottom with handle buy point of 56.49 $WMT http://chart.ly/ml857v3,positive,FiQA
fiqa_960,$SONC Amazing run since middle of March - obvious that the quality/tastiness of their burgers is not being factored into this price advance,positive,FiQA
fiqa_961,$HCP Come to the party and buy this -gonna give solid gains and a dividend $$$$$$,positive,FiQA
fiqa_962,@gakrum nice chart shows distinctive down channel not a dip.. where do you see the bottom? $SPY ..$150? ..$130?,negative,FiQA
fiqa_963,Japan's Asahi to submit bid next week for SABMiller's Grolsch and Peroni - Yomiuri,positive,FiQA
fiqa_964,"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/F55dx4aegI",negative,FiQA
fiqa_965,CRH's concrete bid for Holcim Lafarge assets,positive,FiQA
fiqa_966,Doubts grow over GlaxoSmithKline's $6 bln capital return plan,negative,FiQA
fiqa_967,"$XLF http://stks.co/1KJ9 Bounced off target buy area, bought $skf as a hedge. watch 50ma's slope",negative,FiQA
fiqa_968,"$TSLA looking good..i'd love to see a basing action here, letting the RSI take a breather. http://stks.co/g1T7c",positive,FiQA
fiqa_969,France raises concerns over proposed LSE-Deutsche Boerse deal,negative,FiQA
fiqa_970,"Qualcomm: 10% Dividend Increase Rewards Patient Investors, The Future Looks Bright https://t.co/TJjVpqhHqD $QCOM",positive,FiQA
fiqa_971,Sold some $TSLA Puts this morning Closed them at the close. Helps pay for monthly expenses,negative,FiQA
fiqa_972,@NASDboy I think the DNF crew can get this $NFLX short into the next 30 days heading into earnings,negative,FiQA
fiqa_973,RT @tomhend777 $MU needs to hold here -Broken for now. Needs big flush. Still not technically oversold so now big bounce yet,negative,FiQA
fiqa_975,Valeant Names Interim Leader as CEO Remains Hospitalized,neutral,FiQA
fiqa_977,Why $TWTR is doomed in 1 chart $FB $GOOG  https://t.co/MpyLiReQjh https://t.co/nlcZawDoHP,negative,FiQA
fiqa_978,Companies Thetrainline.com announces arrival of London IPO,positive,FiQA
fiqa_979,AB InBev to Sell SABMiller Stake in China's Snow Beer,negative,FiQA
fiqa_980,UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,positive,FiQA
fiqa_981,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,positive,FiQA
fiqa_982,Whitbread boss Andy Harrison defends sales fall as 'just a blip',negative,FiQA
fiqa_983,@BULLYA @pollux654321 My 50 $KORS 80 Calls are going to b a Blessing for my Daughters tuition!,positive,FiQA
fiqa_984,MillerCoors Board Names Gavin Hattersley Interim CEO,neutral,FiQA
fiqa_985,$FB Nice buyable intraday dip right here,positive,FiQA
fiqa_986,UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing,positive,FiQA
fiqa_987,$DISH weakness continues again. 49.43 area resistance after last week,negative,FiQA
fiqa_988,GlaxoSmithKline starts hunt for successor to CEO Witty,neutral,FiQA
fiqa_989,"Tesla to recall 2,700 Model X SUVs over seat issue https://t.co/OdPraN59Xq $TSLA https://t.co/xvn4blIwpy https://t.co/ThfvWTnRPs",negative,FiQA
fiqa_990,@saltwaternurse $INO can test 10 again in next few days. time to take some profits here. or hedge with puts.,negative,FiQA
fiqa_991,Mylan Appoints Ranjan Ray Chaudhuri as Global Commercial Lead for Mylan's Over ...,neutral,FiQA
fiqa_993,$BBRY Ready for Take OFF!,positive,FiQA
fiqa_995,"$BRK.B $SPY  All time high tomorrow? 150k on the A shares, Dec 13, 2007.",positive,FiQA
fiqa_996,News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,positive,FiQA
fiqa_997,Keith Skeoch to step up as David Nish quits as chief executive of Standard Life,negative,FiQA
fiqa_998,"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",negative,FiQA
fiqa_999,"$QCOM The indicator RSI is over 50, which stands at 56.1, an upward movement is expected. https://t.co/yfa9jcUsQa",positive,FiQA
fiqa_1000,$UBNT still having some trouble at the resistance line. Should resolve soon.@cheri1 @strattonite   http://stks.co/c0sU4,positive,FiQA
fiqa_1003,"HSBC shakes up board with two new business chiefs, three departures",negative,FiQA
fiqa_1004,"Saudi Aramco, Shell plan to break up Motiva, divide up assets",negative,FiQA
fiqa_1005,$RAD All my charts are flashing oversold.,negative,FiQA
fiqa_1006,NetApp downgraded by Macquarie to underperform. $22.00 PT. https://t.co/XCNgws0t4q $NTAP #NTAP via @RatingsNetwork,negative,FiQA
fiqa_1007,Multi Top on $MCD chart finally leads to a fall in price.  Stability is questioned in the stock but coming weeks will tell.,negative,FiQA
fiqa_1008,EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany,negative,FiQA
fiqa_1009,$GLD http://stks.co/44ow On closer inspection.  Resistance 10 points north at 200d and downward trendline. Chart 2 of 2.,negative,FiQA
fiqa_1010,$ROST Nov 90 calls 2.08 .. Go Long until exp imo ! Unless europeans keeps F'ing around !,positive,FiQA
fiqa_1011,@mugatushair Now it is time to short $TSLA,negative,FiQA
fiqa_1012,"European shares plunge, roiled by BHP and oil; hopes turn to ECB",negative,FiQA
fiqa_1014,Legal & General share price: Finance chief to step down,negative,FiQA
fiqa_1016,Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,negative,FiQA
fiqa_1017,$AWR Standard & Poor's Affirms 'A+' Credit Rating at American States Water Company and Golden State Water Company http://stks.co/f2P94,positive,FiQA
fiqa_1018,"78 users on Vetr are bearish on Tesla Motors, Inc., indicating a SELL Rating (2 stars) for $TSLA https://t.co/vVpzqCXsNJ",negative,FiQA
fiqa_1019,Is #Facebook's user engagement falling? https://t.co/tqMMt7N16X $FB https://t.co/sedqRWgdkt,negative,FiQA
fiqa_1020,"BHP Billiton posts big loss, slashes dividend",negative,FiQA
fiqa_1021,Petrofac share price rises despite ÃÂ£30m costs on North Sea project,positive,FiQA
fiqa_1022,U.S. Debt Lures Schroders as ECB Depresses Rates,positive,FiQA
